_id,Crash_Ref_Number,Crash_Severity,Crash_Year,Crash_Month,Crash_Day_Of_Week,Crash_Hour,Crash_Nature,Crash_Type,Crash_Longitude,Crash_Latitude,Crash_Street,Crash_Street_Intersecting,State_Road_Name,Loc_Suburb,Loc_Local_Government_Area,Loc_Post_Code,Loc_Police_Division,Loc_Police_District,Loc_Police_Region,Loc_Queensland_Transport_Region,Loc_Main_Roads_Region,Loc_ABS_Statistical_Area_2,Loc_ABS_Statistical_Area_3,Loc_ABS_Statistical_Area_4,Loc_ABS_Remoteness,Loc_State_Electorate,Loc_Federal_Electorate,Crash_Controlling_Authority,Crash_Roadway_Feature,Crash_Traffic_Control,Crash_Speed_Limit,Crash_Road_Surface_Condition,Crash_Atmospheric_Condition,Crash_Lighting_Condition,Crash_Road_Horiz_Align,Crash_Road_Vert_Align,Crash_DCA_Code,Crash_DCA_Description,Crash_DCA_Group_Description,DCA_Key_Approach_Dir,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_Total,Count_Unit_Car,Count_Unit_Motorcycle_Moped,Count_Unit_Truck,Count_Unit_Bus,Count_Unit_Bicycle,Count_Unit_Pedestrian,Count_Unit_Other
126488,126488,Fatal,2008,February,Tuesday,16,Hit object,Single Vehicle,153.070439826113,-27.66908514109,Browns Plains Rd,,,Berrinba,Logan City,4117,Crestmead,Logan,South Eastern,SEQ South,South Coast,Browns Plains,Browns Plains,Logan - Beaudesert,Major Cities,Woodridge,Rankin,Locally-controlled,No Roadway Feature,No traffic control,70 km/h,Sealed - Wet,Raining,Daylight,Curved - view open,Crest,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,E,1,0,0,0,1,0,0,1,0,0,0,0
126547,126547,Fatal,2006,May,Friday,22,Hit pedestrian,Hit pedestrian,146.734872073288,-19.2863577681411,Dalrymple Rd,,,Mount Louisa,Townsville City,4814,Townsville,Townsville,Northern,Northern,North Queensland,Mount Louisa,Townsville,Townsville,Outer Regional,Townsville,Herbert,Locally-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,005,Pedn: Hit Walking With Traffic,12: Pedestrian,W,1,0,0,0,1,1,0,0,0,0,1,0
126548,126548,Fatal,2006,September,Saturday,21,Overturned,Single Vehicle,151.802583705711,-26.3543496943313,Tingoora-Chelmsford Rd,,,Tingoora,South Burnett Region,4608,Wondai,Darling Downs,Southern,Southern,Southern Queensland,Kingaroy Region - North,Burnett,Wide Bay,Outer Regional,Nanango,Flynn,Locally-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,702,Off Path-Straight: Right Off Cway,15: Off Carriageway on Straight,S,1,0,0,0,1,1,0,0,0,0,0,0
126549,126549,Fatal,2007,December,Wednesday,19,Hit pedestrian,Hit pedestrian,153.041557451237,-27.4635415235643,Brunswick St,,,New Farm,Brisbane City,4005,Fortitude Valley,North Brisbane,Brisbane,SEQ North,Metropolitan,New Farm,Brisbane Inner,Brisbane Inner City,Major Cities,Mcconnel,Brisbane,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Wet,Raining,Darkness - Lighted,Straight,Level,003,Pedn: Far Side Vehicle Hit From Left,12: Pedestrian,S,1,0,0,0,1,2,0,0,0,0,1,0
126550,126550,Fatal,2006,May,Sunday,4,Overturned,Single Vehicle,148.146803178582,-22.0231256707795,Peak Downs Hwy,,Peak Downs Highway (Clermont - Nebo),Moranbah,Isaac Region,4744,Moranbah,Mackay,Central,Central,Central Queensland,Moranbah,Bowen Basin - North,Mackay - Isaac - Whitsunday,Outer Regional,Burdekin,Capricornia,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,701,Off Path-Straight: Left Off Cway,15: Off Carriageway on Straight,S,1,0,0,0,1,1,0,0,0,0,0,0
126553,126553,Fatal,2006,June,Thursday,15,Hit pedestrian,Hit pedestrian,152.677904033097,-26.1970674552018,Wises Rd,,,Gympie,Gympie Region,4570,Gympie,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Gympie - North,Gympie - Cooloola,Wide Bay,Inner Regional,Gympie,Wide Bay,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,009,Pedn: Hit While Boarding/Alighting,12: Pedestrian,W,1,0,0,0,1,0,0,0,1,0,1,0
126555,126555,Fatal,2006,September,Sunday,2,Hit object,Single Vehicle,151.933279344451,-27.5482086683248,Bridge St,Ethel St,,Newtown,Toowoomba Region,4350,Toowoomba,Darling Downs,Southern,Southern,Southern Queensland,Newtown (qld),Toowoomba,Toowoomba,Inner Regional,Toowoomba North,Groom,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,16: Off Carriageway on Straight Hit Object,W,2,0,0,0,2,1,0,0,0,0,0,0
126557,126557,Fatal,2006,December,Monday,13,Hit pedestrian,Hit pedestrian,153.110954458095,-27.2236407796437,Brighton - Redcliffe Rd,,Brighton - Redcliffe Road,Redcliffe,Moreton Bay Region,4020,Redcliffe,Moreton,North Coast,SEQ North,North Coast,Redcliffe,Redcliffe,Moreton Bay - North,Major Cities,Redcliffe,Petrie,State-controlled,No Roadway Feature,Pedestrian operated lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,003,Pedn: Far Side Vehicle Hit From Left,12: Pedestrian,S,1,0,0,0,1,1,0,0,0,0,1,0
126562,126562,Fatal,2007,December,Wednesday,22,Fall from vehicle,Single Vehicle,153.46848928566,-28.1207821339828,Seventh Ave,Townson Ave,,Palm Beach,Gold Coast City,4221,Palm Beach,Gold Coast,South Eastern,SEQ South,South Coast,Palm Beach,Coolangatta,Gold Coast,Major Cities,Burleigh,Mcpherson,Locally-controlled,Intersection - Roundabout,No traffic control,0 - 50 km/h,Sealed - Wet,Raining,Darkness - Lighted,Straight,Level,601,Vehs On Path: Parked,10: Hit Parked Vehicle,S,1,0,0,0,1,1,1,0,0,0,0,0
126572,126572,Fatal,2023,February,Saturday,14,Hit object,Single Vehicle,145.499572688319,-17.3281407204177,Kennedy Hwy,,Kennedy Highway (Mareeba - Ravenshoe),Wongabel,Tablelands Region,4883,Atherton,Far North,Far Northern,Northern,North Queensland,Malanda - Yungaburra,Tablelands (east) - Kuranda,Cairns,Outer Regional,Hill,Kennedy,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,N,1,1,0,0,2,1,0,0,0,0,0,0
126588,126588,Fatal,2023,February,Friday,22,Fall from vehicle,Single Vehicle,152.998263045365,-27.4041284417494,Castling St,Trouts Rd,,Everton Park,Brisbane City,4053,Stafford,North Brisbane,Brisbane,SEQ North,Metropolitan,Stafford,Chermside,Brisbane - North,Major Cities,Stafford,Lilley,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view open,Grade,901,Pass & Misc: Fell In/From Vehicle,21: Other,S,1,0,0,0,1,1,0,0,0,0,0,0
126593,126593,Fatal,2021,March,Monday,22,Head-on,Multi-Vehicle,151.931086634827,-28.6436696826606,New England Hwy,,New England Highway (Warwick - Wallangarra),Stanthorpe,Southern Downs Region,4380,Stanthorpe,Darling Downs,Southern,Southern,Southern Queensland,Stanthorpe,Granite Belt,Darling Downs - Maranoa,Outer Regional,Southern Downs,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Wet,Raining,Darkness - Lighted,Straight,Dip,201,Vehs Opposite Approach: Head On,02: Head-on,S,1,1,0,1,3,1,0,1,0,0,0,0
126594,126594,Fatal,2023,March,Friday,1,Hit pedestrian,Hit pedestrian,153.205809984385,-27.7089304650534,Pacific Hwy,,Pacific Highway (Pacific Motorway),Eagleby,Logan City,4207,Beenleigh,Logan,South Eastern,SEQ South,South Coast,Eagleby,Beenleigh,Logan - Beaudesert,Major Cities,Macalister,Forde,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,006,Pedn: Hit Facing Traffic,12: Pedestrian,S,1,1,0,0,2,1,0,0,0,0,1,0
126656,126656,Fatal,2024,February,Thursday,14,Angle,Multi-Vehicle,151.573469124704,-28.0238003077328,Stonehenge Rd,Toowoomba - Karara Rd,Toowoomba - Karara Road,Leyburn,Southern Downs Region,4365,Leyburn,Darling Downs,Southern,Southern,Southern Queensland,Southern Downs - West,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,State-controlled,Intersection - T-Junction,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,202,Vehs Opposite Approach: Thru-Right,03: Opposing Vehicles Turning,S,1,0,0,0,1,1,1,0,0,0,0,0
126696,126696,Fatal,2023,June,Thursday,22,Hit object,Single Vehicle,153.227795935186,-28.0741774701481,Beechmont Rd,,Beechmont Road,Lower Beechmont,Gold Coast City,4211,Nerang,Gold Coast,South Eastern,SEQ South,South Coast,Guanaba - Springbrook,Gold Coast Hinterland,Gold Coast,Inner Regional,Mudgeeraba,Wright,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view open,Grade,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,N,1,0,0,0,1,1,0,0,0,0,0,0
126755,126755,Fatal,2024,May,Wednesday,8,Hit object,Single Vehicle,151.80434023094,-26.925640321051,Kingaroy - Cooyar Rd,,Kingaroy - Cooyar Road,Neumgna,South Burnett Region,4614,Nanango,Darling Downs,Southern,Southern,Southern Queensland,Nanango,Burnett,Wide Bay,Outer Regional,Nanango,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,E,1,2,0,0,3,1,0,0,0,0,0,0
126851,126851,Fatal,2021,January,Sunday,4,Overturned,Single Vehicle,151.817576269098,-26.5921873196636,Bunya Hwy,,Bunya Highway (Dalby - Kingaroy),Taabinga,South Burnett Region,4610,Kingaroy,Darling Downs,Southern,Southern,Southern Queensland,Kingaroy Region - South,Burnett,Wide Bay,Inner Regional,Nanango,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Dawn/Dusk,Curved - view open,Level,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,S,2,1,0,0,3,1,0,0,0,0,0,0
126929,126929,Fatal,2017,September,Monday,15,Hit pedestrian,Hit pedestrian,146.781493445413,-19.2799618295763,Goodwin St,,,Currajong,Townsville City,4812,Mundingburra,Townsville,Northern,Northern,North Queensland,Gulliver - Currajong - Vincent,Townsville,Townsville,Outer Regional,Townsville,Herbert,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,007,Pedn: Hit By Vehicle Enter/Leave Dway,12: Pedestrian,N,1,0,0,0,1,0,0,1,0,0,1,0
127230,127230,Fatal,2024,January,Thursday,7,Rear-end,Multi-Vehicle,153.031471034281,-27.4638394455538,Queen St,,,Brisbane City,Brisbane City,4000,Brisbane City,North Brisbane,Brisbane,SEQ North,Metropolitan,Brisbane City,Brisbane Inner,Brisbane Inner City,Major Cities,Mcconnel,Brisbane,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,301,Vehs Same Direction: Rear End,04: Rear-end,,1,0,0,0,1,2,1,0,0,0,0,0
127292,127292,Fatal,2020,July,Tuesday,6,Fall from vehicle,Single Vehicle,153.013246029733,-27.5153894441319,Colevale La,Kadumba St,,Yeronga,Brisbane City,4104,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Yeronga,Holland Park - Yeronga,Brisbane - South,Major Cities,Miller,Moreton,Locally-controlled,Intersection - Cross,Give way sign,0 - 50 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,900,Pass & Misc: Other,21: Other,,1,0,1,0,2,1,0,0,0,1,0,0
127431,127431,Fatal,2020,March,Thursday,19,Head-on,Multi-Vehicle,152.858105156444,-26.6312904215864,Obi Obi Rd,,Obi Obi Road,Mapleton,Sunshine Coast Region,4560,Nambour,Sunshine Coast,North Coast,SEQ North,North Coast,Maroochy Hinterland,Sunshine Coast Hinterland,Sunshine Coast,Inner Regional,Nicklin,Fairfax,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view obscured,Level,201,Vehs Opposite Approach: Head On,02: Head-on,W,1,0,1,0,2,2,0,0,0,0,0,0
127433,127433,Fatal,2020,August,Monday,22,Hit pedestrian,Hit pedestrian,152.734511204347,-26.3446414069971,Bruce Hwy,,Bruce Highway (Brisbane - Gympie),Coles Creek,Gympie Region,4570,Gympie,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Gympie Region,Gympie - Cooloola,Wide Bay,Inner Regional,Gympie,Wide Bay,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view open,Level,004,Pedn: Play; Work; Stand; Lie On Cway,12: Pedestrian,N,1,0,0,0,1,1,0,0,0,0,1,0
127915,127915,Fatal,2023,May,Tuesday,7,Sideswipe,Multi-Vehicle,153.073227035058,-27.4222494494208,Long St,Nudgee Rd,,Hendra,Brisbane City,4011,Hendra,North Brisbane,Brisbane,SEQ North,Metropolitan,Hendra,Brisbane Inner - North,Brisbane Inner City,Major Cities,Clayfield,Brisbane,Locally-controlled,Intersection - T-Junction,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,309,Vehs Same Direction: Left Turn S/Swipe,06: Parallel Lanes Turning,U,1,0,0,0,1,0,0,1,0,1,0,0
128138,128138,Fatal,2016,December,Sunday,19,Hit parked vehicle,Single Vehicle,153.136675002985,-27.6215774573847,Jardine Dr,Rholanda Cres,,Springwood,Logan City,4127,Springwood,Logan,South Eastern,SEQ South,South Coast,Springwood,Springwood - Kingston,Logan - Beaudesert,Major Cities,Springwood,Rankin,Locally-controlled,Intersection - T-Junction,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,100,Vehs Adjacent Approach: Other,01: Intersection: Adjacent Approach,W,1,0,1,0,2,2,0,0,0,0,1,0
128139,128139,Fatal,2016,December,Saturday,18,Head-on,Multi-Vehicle,152.892818310808,-25.3388594146174,Booral Rd,,Booral Road,Booral,Fraser Coast Region,4655,Hervey Bay,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Booral - River Heads,Hervey Bay,Wide Bay,Inner Regional,Hervey Bay,Hinkler,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view open,Level,201,Vehs Opposite Approach: Head On,02: Head-on,S,1,2,2,1,6,3,0,0,0,0,0,0
128428,128428,Fatal,2023,December,Friday,12,Hit object,Single Vehicle,151.911707011024,-28.6438073447999,Amiens Rd,,,Applethorpe,Southern Downs Region,4378,Stanthorpe,Darling Downs,Southern,Southern,Southern Queensland,Stanthorpe Region,Granite Belt,Darling Downs - Maranoa,Outer Regional,Southern Downs,Maranoa,Locally-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Dip,703,Off Path-Straight: Left Off Cway Hit Obj,16: Off Carriageway on Straight Hit Object,E,1,0,0,0,1,1,0,0,0,0,0,0
128447,128447,Fatal,2016,September,Tuesday,18,Hit pedestrian,Hit pedestrian,146.567897468577,-19.1879168128873,Bruce Hwy,,Bruce Highway (Townsville - Ingham),Bluewater,Townsville City,4818,Deeragun,Townsville,Northern,Northern,North Queensland,Northern Beaches,Townsville,Townsville,Outer Regional,Hinchinbrook,Herbert,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,004,Pedn: Play; Work; Stand; Lie On Cway,12: Pedestrian,E,1,0,0,0,1,1,0,0,0,0,1,0
128580,128580,Fatal,2013,August,Saturday,20,Overturned,Single Vehicle,152.975456264057,-26.6092302941373,Bruce Hwy,,Bruce Highway (Brisbane - Gympie),Parklands,Sunshine Coast Region,4560,Nambour,Sunshine Coast,North Coast,SEQ North,North Coast,Bli Bli,Nambour,Sunshine Coast,Major Cities,Ninderry,Fairfax,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,705,Off Path-Straight: Out Of Control On Cway,17: Out of Control on Straight,S,1,0,0,0,1,1,0,0,0,0,0,0
128769,128769,Fatal,2016,August,Friday,20,Hit pedestrian,Hit pedestrian,146.029972637883,-17.5354097596478,Bruce Hwy,,Bruce Highway (Ingham - Innisfail),Mighell,Cassowary Coast Region,4860,Innisfail,Far North,Far Northern,Northern,North Queensland,Innisfail,Innisfail - Cassowary Coast,Cairns,Outer Regional,Hill,Kennedy,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,006,Pedn: Hit Facing Traffic,12: Pedestrian,N,1,0,0,0,1,2,0,0,0,0,1,0
128770,128770,Fatal,2016,August,Saturday,19,Hit pedestrian,Hit pedestrian,153.01031503666,-27.4629764434236,Caxton St,,,Milton,Brisbane City,4064,Brisbane City,North Brisbane,Brisbane,SEQ North,Metropolitan,Paddington - Milton,Brisbane Inner - West,Brisbane Inner City,Major Cities,Cooper,Brisbane,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,004,Pedn: Play; Work; Stand; Lie On Cway,12: Pedestrian,W,1,0,0,0,1,1,0,0,0,0,1,0
128844,128844,Fatal,2013,September,Monday,6,Angle,Multi-Vehicle,151.631390650461,-27.5385726064233,Oakey - Pittsworth Rd,Toowoomba - Cecil Plains Rd,Toowoomba - Cecil Plains Road,Motley,Toowoomba Region,4356,Oakey,Darling Downs,Southern,Southern,Southern Queensland,Jondaryan,Darling Downs - East,Darling Downs - Maranoa,Inner Regional,Condamine,Groom,State-controlled,Intersection - Cross,Stop sign,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,101,Vehs Adjacent Approach: Thru-Thru,01: Intersection: Adjacent Approach,W,2,0,0,0,2,1,0,1,0,0,0,0
128846,128846,Fatal,2013,September,Thursday,16,Hit object,Single Vehicle,150.58347376951,-23.3451836933901,Pilbeam Dr,,,Mount Archer,Rockhampton Region,4701,North Rockhampton,Capricornia,Central,Central,Central Queensland,Frenchville - Mount Archer,Rockhampton,Central Queensland,Inner Regional,Keppel,Capricornia,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Curved - view obscured,Grade,900,Pass & Misc: Other,21: Other,S,1,0,7,0,8,0,1,0,1,0,0,0
128847,128847,Fatal,2013,September,Saturday,14,Angle,Multi-Vehicle,150.645872818507,-23.6581514776343,Bajool - Port Alma Rd,Bruce Hwy,Bruce Highway (Benaraby - Rockhampton),Bajool,Rockhampton Region,4699,Marmor,Capricornia,Central,Central,Central Queensland,Bouldercombe,Rockhampton,Central Queensland,Outer Regional,Mirani,Flynn,State-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,202,Vehs Opposite Approach: Thru-Right,03: Opposing Vehicles Turning,N,1,0,0,0,1,1,1,0,0,0,0,0
128848,128848,Fatal,2013,September,Sunday,14,Fall from vehicle,Single Vehicle,142.461006720997,-10.7888139538665,Pajinka Rd,,,New Mapoon,Northern Peninsula Area Region,4876,Bamaga,Far North,Far Northern,Northern,North Queensland,Northern Peninsula,Far North,Queensland - Outback,Very Remote,Cook,Leichhardt,Locally-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Unsealed - Dry,Clear,Daylight,Curved - view obscured,Level,801,Off Path-Curve: Off Cway Right Bend,18: Off Carriageway on Curve,S,1,0,0,0,1,0,1,0,0,0,0,0
129056,129056,Fatal,2013,September,Friday,14,Head-on,Multi-Vehicle,151.321783458193,-27.2240632697612,Warrego Hwy,,Warrego Highway (Toowoomba - Dalby),Dalby,Western Downs Region,4405,Dalby,South West,Southern,Southern,Southern Queensland,Wambo,Darling Downs - East,Darling Downs - Maranoa,Inner Regional,Warrego,Maranoa,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,201,Vehs Opposite Approach: Head On,02: Head-on,W,1,0,1,0,2,3,0,0,0,0,0,0
129057,129057,Fatal,2013,September,Friday,23,Hit object,Single Vehicle,153.128149084091,-27.0662535171254,Caboolture - Bribie Island Rd,,Caboolture - Bribie Island Road,Sandstone Point,Moreton Bay Region,4511,Bribie Island,Moreton,North Coast,SEQ North,North Coast,Beachmere - Sandstone Point,Bribie - Beachmere,Moreton Bay - North,Major Cities,Pumicestone,Longman,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view open,Level,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,W,1,1,0,0,2,1,0,0,0,0,0,0
129161,129161,Fatal,2013,September,Monday,7,Hit object,Single Vehicle,153.41149495069,-28.1612364104851,Trees Rd,,,Tallebudgera,Gold Coast City,4228,Palm Beach,Gold Coast,South Eastern,SEQ South,South Coast,Currumbin Valley - Tallebudgera,Mudgeeraba - Tallebudgera,Gold Coast,Major Cities,Currumbin,Mcpherson,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,N,1,0,0,0,1,0,0,0,0,1,0,0
129162,129162,Fatal,2013,October,Thursday,23,Head-on,Multi-Vehicle,149.039400845963,-21.0891766875808,Bruce Hwy,,Bruce Highway (Mackay - Proserpine),The Leap,Mackay Region,4740,Farleigh,Mackay,Central,Central,Central Queensland,Seaforth - Calen,Mackay,Mackay - Isaac - Whitsunday,Outer Regional,Whitsunday,Dawson,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Wet,Clear,Darkness - Not lighted,Curved - view open,Level,201,Vehs Opposite Approach: Head On,02: Head-on,E,1,5,0,0,6,2,0,0,0,0,0,0
129163,129163,Fatal,2013,September,Saturday,13,Hit object,Single Vehicle,153.274454367581,-27.9612876789879,Oxenford - Coomera Gorge Rd,,Oxenford - Coomera Gorge Road,Maudsland,Gold Coast City,4210,Nerang,Gold Coast,South Eastern,SEQ South,South Coast,Oxenford - Maudsland,Ormeau - Oxenford,Gold Coast,Major Cities,Theodore,Wright,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,S,1,1,0,0,2,1,0,0,0,0,0,0
129164,129164,Fatal,2013,October,Saturday,3,Overturned,Single Vehicle,148.819962193331,-21.1336563905641,Mirani - Mt Ossa Rd,,Mirani - Mount Ossa Road,Mount Martin,Mackay Region,4754,Mirani,Mackay,Central,Central,Central Queensland,Pioneer Valley,Mackay,Mackay - Isaac - Whitsunday,Outer Regional,Mirani,Capricornia,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view open,Level,805,Off Path-Curve: Out Of Control On Cway,20: Out of Control on Curve,N,1,0,0,0,1,1,0,0,0,0,0,0
129165,129165,Fatal,2013,October,Saturday,9,Hit object,Single Vehicle,151.974099952029,-28.1717512231334,Warwick - Allora Rd,,Warwick - Allora Road,Toolburra,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Southern Downs - West,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,State-controlled,Railway Crossing,Railway - lights only,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view obscured,Grade,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,N,1,0,0,0,1,0,1,0,0,0,0,0
